type,	time,	latitude,	longitude,	altitude (ft),	speed (mph),	pace (min/mi),	course,	distance (mi),	distance_interval (ft),	name,	desc,
T	2018-11-22 14:32:29	40.743177000	-96.700389000	1240.6				0.000		Morning Run	
T	2018-11-22 14:32:30	40.743154000	-96.700381000	1240.7	5.9	10.15	165.2	0.002	8.67		
T	2018-11-22 14:32:31	40.743126000	-96.700379000	1240.7	7.0	8.61	176.9	0.004	10.22		
T	2018-11-22 14:32:32	40.743093000	-96.700382000	1240.8	8.2	7.30	183.9	0.006	12.05		
T	2018-11-22 14:32:33	40.743057000	-96.700391000	1240.9	9.1	6.59	190.7	0.008	13.35		
T	2018-11-22 14:32:34	40.743019000	-96.700406000	1240.9	9.9	6.09	196.7	0.011	14.46		
T	2018-11-22 14:32:35	40.742980000	-96.700427000	1241.0	10.5	5.73	202.2	0.014	15.35		
T	2018-11-22 14:32:36	40.742943000	-96.700454000	1241.3	10.5	5.71	208.9	0.017	15.42		
T	2018-11-22 14:32:37	40.742908000	-96.700487000	1241.6	10.7	5.61	215.5	0.020	15.69		
T	2018-11-22 14:32:38	40.742876000	-96.700526000	1242.2	10.8	5.54	222.7	0.023	15.90		
T	2018-11-22 14:32:39	40.742850000	-96.700571000	1242.7	10.7	5.62	232.7	0.026	15.66		
T	2018-11-22 14:32:40	40.742830000	-96.700622000	1243.2	10.8	5.53	242.6	0.029	15.90		
T	2018-11-22 14:32:41	40.742814000	-96.700677000	1243.6	11.1	5.39	249.0	0.032	16.32		
T	2018-11-22 14:32:42	40.742801000	-96.700733000	1243.9	11.1	5.42	253.0	0.035	16.22		
T	2018-11-22 14:32:43	40.742787000	-96.700787000	1244.0	10.8	5.57	251.1	0.038	15.81		
T	2018-11-22 14:32:44	40.742772000	-96.700837000	1244.0	10.2	5.91	248.4	0.041	14.89		
T	2018-11-22 14:32:45	40.742754000	-96.700881000	1244.1	9.4	6.36	241.6	0.044	13.84		
T	2018-11-22 14:32:46	40.742732000	-96.700917000	1244.2	8.7	6.88	231.1	0.046	12.80		
T	2018-11-22 14:32:47	40.742706000	-96.700944000	1244.2	8.2	7.29	218.2	0.048	12.07		
T	2018-11-22 14:32:48	40.742677000	-96.700963000	1244.3	8.0	7.45	206.4	0.050	11.80		
T	2018-11-22 14:32:49	40.742646000	-96.700971000	1244.4	7.8	7.65	191.1	0.053	11.51		
T	2018-11-22 14:32:50	40.742612000	-96.700969000	1244.4	8.5	7.10	177.4	0.055	12.40		
T	2018-11-22 14:32:51	40.742575000	-96.700960000	1244.5	9.3	6.42	169.6	0.058	13.71		
T	2018-11-22 14:32:52	40.742538000	-96.700945000	1244.5	9.6	6.24	162.9	0.060	14.11		
T	2018-11-22 14:32:53	40.742499000	-96.700928000	1244.6	10.2	5.88	161.7	0.063	14.97		
T	2018-11-22 14:32:54	40.742461000	-96.700911000	1244.6	10.0	6.02	161.3	0.066	14.62		
T	2018-11-22 14:32:55	40.742423000	-96.700897000	1244.7	9.8	6.12	164.4	0.069	14.38		
T	2018-11-22 14:32:56	40.742385000	-96.700885000	1244.7	9.7	6.18	166.5	0.071	14.24		
T	2018-11-22 14:32:57	40.742347000	-96.700876000	1244.7	9.6	6.26	169.8	0.074	14.07		
T	2018-11-22 14:32:58	40.742309000	-96.700868000	1244.7	9.6	6.28	170.9	0.077	14.02		
T	2018-11-22 14:32:59	40.742270000	-96.700862000	1244.7	9.8	6.15	173.4	0.079	14.31		
T	2018-11-22 14:33:00	40.742232000	-96.700858000	1244.7	9.5	6.34	175.4	0.082	13.89		
T	2018-11-22 14:33:01	40.742193000	-96.700854000	1244.7	9.7	6.17	175.6	0.085	14.25		
T	2018-11-22 14:33:02	40.742154000	-96.700853000	1244.6	9.7	6.19	178.9	0.087	14.21		
T	2018-11-22 14:33:03	40.742114000	-96.700853000	1244.6	9.9	6.04	180.0	0.090	14.57		
T	2018-11-22 14:33:04	40.742075000	-96.700856000	1244.5	9.7	6.18	183.3	0.093	14.23		
T	2018-11-22 14:33:05	40.742035000	-96.700861000	1244.5	10.0	6.01	185.4	0.096	14.64		
T	2018-11-22 14:33:06	40.741995000	-96.700867000	1244.4	10.0	6.00	186.5	0.098	14.67		
T	2018-11-22 14:33:07	40.741956000	-96.700871000	1244.4	9.7	6.17	184.4	0.101	14.25		
T	2018-11-22 14:33:08	40.741916000	-96.700872000	1244.3	9.9	6.04	181.1	0.104	14.58		
T	2018-11-22 14:33:09	40.741877000	-96.700867000	1244.4	9.7	6.16	174.5	0.107	14.28		
T	2018-11-22 14:33:10	40.741838000	-96.700857000	1244.5	9.9	6.08	169.0	0.109	14.48		
T	2018-11-22 14:33:11	40.741800000	-96.700842000	1244.8	9.9	6.09	163.3	0.112	14.46		
T	2018-11-22 14:33:12	40.741764000	-96.700822000	1245.2	9.7	6.18	157.2	0.115	14.24		
T	2018-11-22 14:33:13	40.741729000	-96.700797000	1245.6	9.9	6.06	151.6	0.117	14.51		
T	2018-11-22 14:33:14	40.741697000	-96.700768000	1246.1	9.7	6.21	145.5	0.120	14.16		
T	2018-11-22 14:33:15	40.741668000	-96.700735000	1246.7	9.5	6.30	139.2	0.123	13.97		
T	2018-11-22 14:33:16	40.741642000	-96.700698000	1247.4	9.5	6.30	132.8	0.125	13.96		
T	2018-11-22 14:33:17	40.741620000	-96.700657000	1247.8	9.5	6.33	125.3	0.128	13.90		
T	2018-11-22 14:33:18	40.741602000	-96.700613000	1248.3	9.4	6.36	118.4	0.131	13.84		
T	2018-11-22 14:33:19	40.741589000	-96.700566000	1248.7	9.4	6.35	110.1	0.133	13.86		
T	2018-11-22 14:33:20	40.741580000	-96.700516000	1249.2	9.7	6.18	103.4	0.136	14.24		
T	2018-11-22 14:33:21	40.741574000	-96.700466000	1249.7	9.6	6.27	99.0	0.139	14.03		
T	2018-11-22 14:33:22	40.741572000	-96.700414000	1250.2	9.8	6.10	92.9	0.141	14.43		
T	2018-11-22 14:33:23	40.741573000	-96.700329000	1250.5	16.1	3.74	89.1	0.146	23.56		
T	2018-11-22 14:33:24	40.741574000	-96.700295000	1250.6	6.4	9.33	87.8	0.148	9.43		
T	2018-11-22 14:33:25	40.741576000	-96.700262000	1250.7	6.3	9.59	85.4	0.149	9.17		
T	2018-11-22 14:33:26	40.741580000	-96.700213000	1250.9	9.3	6.44	83.8	0.152	13.66		
T	2018-11-22 14:33:27	40.741587000	-96.700165000	1251.1	9.2	6.50	79.1	0.155	13.54		
T	2018-11-22 14:33:28	40.741600000	-96.700095000	1251.3	13.6	4.41	76.2	0.158	19.97		
T	2018-11-22 14:33:29	40.741605000	-96.700071000	1251.3	4.7	12.76	74.6	0.160	6.90		
T	2018-11-22 14:33:30	40.741615000	-96.700025000	1251.5	9.0	6.64	74.0	0.162	13.26		
T	2018-11-22 14:33:31	40.741626000	-96.699979000	1251.6	9.1	6.59	72.5	0.165	13.36		
T	2018-11-22 14:33:32	40.741635000	-96.699933000	1251.7	9.0	6.69	75.5	0.167	13.16		
T	2018-11-22 14:33:33	40.741643000	-96.699887000	1251.8	8.9	6.73	77.1	0.170	13.08		
T	2018-11-22 14:33:34	40.741648000	-96.699841000	1251.9	8.8	6.83	81.8	0.172	12.88		
T	2018-11-22 14:33:35	40.741650000	-96.699794000	1252.0	8.9	6.75	86.8	0.175	13.04		
T	2018-11-22 14:33:36	40.741650000	-96.699747000	1252.0	8.9	6.76	90.0	0.177	13.02		
T	2018-11-22 14:33:37	40.741648000	-96.699700000	1252.1	8.9	6.75	93.2	0.179	13.04		
T	2018-11-22 14:33:38	40.741643000	-96.699653000	1252.2	9.0	6.69	98.0	0.182	13.15		
T	2018-11-22 14:33:39	40.741637000	-96.699606000	1252.3	9.0	6.66	99.6	0.184	13.21		
T	2018-11-22 14:33:40	40.741629000	-96.699559000	1252.4	9.1	6.59	102.7	0.187	13.35		
T	2018-11-22 14:33:41	40.741619000	-96.699511000	1252.6	9.4	6.38	105.4	0.190	13.79		
T	2018-11-22 14:33:42	40.741609000	-96.699464000	1252.7	9.2	6.51	105.7	0.192	13.52		
T	2018-11-22 14:33:43	40.741597000	-96.699417000	1252.9	9.4	6.41	108.6	0.195	13.74		
T	2018-11-22 14:33:44	40.741586000	-96.699370000	1253.1	9.3	6.46	107.2	0.197	13.63		
T	2018-11-22 14:33:45	40.741574000	-96.699323000	1253.2	9.4	6.41	108.6	0.200	13.74		
T	2018-11-22 14:33:46	40.741562000	-96.699276000	1253.3	9.4	6.41	108.6	0.203	13.74		
T	2018-11-22 14:33:47	40.741544000	-96.699199000	1253.3	15.2	3.94	107.1	0.207	22.32		
T	2018-11-22 14:33:48	40.741538000	-96.699167000	1253.3	6.2	9.64	103.9	0.208	9.13		
T	2018-11-22 14:33:49	40.741531000	-96.699136000	1253.3	6.1	9.82	106.6	0.210	8.96		
T	2018-11-22 14:33:50	40.741524000	-96.699089000	1253.3	9.0	6.63	101.1	0.213	13.27		
T	2018-11-22 14:33:51	40.741517000	-96.699042000	1253.3	9.0	6.63	101.1	0.215	13.27		
T	2018-11-22 14:33:52	40.741513000	-96.698965000	1253.5	14.6	4.11	93.9	0.219	21.39		
T	2018-11-22 14:33:53	40.741512000	-96.698935000	1253.6	5.7	10.58	92.5	0.221	8.32		
T	2018-11-22 14:33:54	40.741512000	-96.698904000	1253.7	5.9	10.24	90.0	0.222	8.59		
T	2018-11-22 14:33:55	40.741515000	-96.698858000	1253.8	8.7	6.88	85.1	0.225	12.79		
T	2018-11-22 14:33:56	40.741521000	-96.698812000	1254.0	8.8	6.80	80.2	0.227	12.93		
T	2018-11-22 14:33:57	40.741531000	-96.698767000	1254.2	8.9	6.77	73.7	0.230	12.99		
T	2018-11-22 14:33:58	40.741544000	-96.698722000	1254.1	9.1	6.60	69.1	0.232	13.34		
T	2018-11-22 14:33:59	40.741561000	-96.698678000	1254.0	9.3	6.43	63.0	0.235	13.68		
T	2018-11-22 14:34:00	40.741579000	-96.698634000	1253.9	9.4	6.36	61.6	0.238	13.84		
T	2018-11-22 14:34:01	40.741600000	-96.698591000	1253.8	9.7	6.21	57.2	0.240	14.16		
T	2018-11-22 14:34:02	40.741622000	-96.698549000	1253.8	9.6	6.23	55.3	0.243	14.13		
T	2018-11-22 14:34:03	40.741645000	-96.698507000	1253.8	9.8	6.14	54.1	0.246	14.34		
T	2018-11-22 14:34:04	40.741669000	-96.698467000	1253.9	9.6	6.23	51.6	0.248	14.12		
T	2018-11-22 14:34:05	40.741692000	-96.698427000	1253.9	9.5	6.33	52.8	0.251	13.90		
T	2018-11-22 14:34:06	40.741715000	-96.698388000	1253.8	9.3	6.43	52.1	0.254	13.68		
T	2018-11-22 14:34:07	40.741736000	-96.698351000	1253.8	8.7	6.88	53.2	0.256	12.79		
T	2018-11-22 14:34:08	40.741756000	-96.698314000	1253.8	8.6	7.00	54.5	0.258	12.58		
T	2018-11-22 14:34:09	40.741775000	-96.698276000	1253.8	8.6	6.98	56.6	0.261	12.60		
T	2018-11-22 14:34:10	40.741792000	-96.698233000	1253.7	9.2	6.55	62.4	0.263	13.43		
T	2018-11-22 14:34:11	40.741810000	-96.698186000	1253.7	9.9	6.03	63.2	0.266	14.58		
T	2018-11-22 14:34:12	40.741828000	-96.698137000	1254.0	10.3	5.84	64.1	0.269	15.08		
T	2018-11-22 14:34:13	40.741848000	-96.698090000	1254.4	10.2	5.90	60.7	0.272	14.92		
T	2018-11-22 14:34:14	40.741865000	-96.698045000	1254.7	9.5	6.32	63.5	0.274	13.92		
T	2018-11-22 14:34:15	40.741878000	-96.698000000	1255.0	9.1	6.60	69.1	0.277	13.34		
T	2018-11-22 14:34:16	40.741882000	-96.697953000	1255.3	8.9	6.71	83.6	0.279	13.11		
T	2018-11-22 14:34:17	40.741881000	-96.697904000	1255.5	9.3	6.48	91.5	0.282	13.58		
T	2018-11-22 14:34:18	40.741879000	-96.697824000	1256.1	15.1	3.97	91.9	0.286	22.18		
T	2018-11-22 14:34:19	40.741877000	-96.697792000	1256.3	6.1	9.89	94.7	0.288	8.90		
T	2018-11-22 14:34:20	40.741876000	-96.697760000	1256.5	6.1	9.92	92.4	0.289	8.87		
T	2018-11-22 14:34:21	40.741874000	-96.697712000	1256.9	9.1	6.61	93.1	0.292	13.32		
T	2018-11-22 14:34:22	40.741871000	-96.697665000	1257.2	8.9	6.73	94.8	0.294	13.07		
T	2018-11-22 14:34:23	40.741868000	-96.697617000	1257.5	9.1	6.59	94.7	0.297	13.35		
T	2018-11-22 14:34:24	40.741864000	-96.697570000	1257.6	8.9	6.71	96.4	0.299	13.11		
T	2018-11-22 14:34:25	40.741859000	-96.697522000	1257.7	9.2	6.55	97.8	0.302	13.43		
T	2018-11-22 14:34:26	40.741854000	-96.697475000	1257.8	9.0	6.69	98.0	0.305	13.15		
T	2018-11-22 14:34:27	40.741849000	-96.697427000	1257.9	9.2	6.55	97.8	0.307	13.43		
T	2018-11-22 14:34:28	40.741842000	-96.697380000	1258.0	9.0	6.63	101.1	0.310	13.27		
T	2018-11-22 14:34:29	40.741835000	-96.697332000	1258.1	9.2	6.50	100.9	0.312	13.54		
T	2018-11-22 14:34:30	40.741827000	-96.697285000	1258.2	9.1	6.59	102.7	0.315	13.35		
T	2018-11-22 14:34:31	40.741818000	-96.697237000	1258.3	9.3	6.42	103.9	0.317	13.70		
T	2018-11-22 14:34:32	40.741808000	-96.697191000	1258.4	9.0	6.64	106.0	0.320	13.26		
T	2018-11-22 14:34:33	40.741797000	-96.697144000	1258.5	9.3	6.46	107.2	0.322	13.63		
T	2018-11-22 14:34:34	40.741786000	-96.697098000	1258.5	9.1	6.59	107.5	0.325	13.36		
T	2018-11-22 14:34:35	40.741773000	-96.697053000	1258.7	9.1	6.60	110.9	0.327	13.34		
T	2018-11-22 14:34:36	40.741760000	-96.697008000	1259.0	9.1	6.60	110.9	0.330	13.34		
T	2018-11-22 14:34:37	40.741746000	-96.696964000	1259.2	9.0	6.66	112.8	0.332	13.22		
T	2018-11-22 14:34:38	40.741731000	-96.696921000	1259.3	8.9	6.71	114.7	0.335	13.11		
T	2018-11-22 14:34:39	40.741716000	-96.696878000	1259.5	8.9	6.71	114.7	0.337	13.11		
T	2018-11-22 14:34:40	40.741692000	-96.696807000	1259.7	14.7	4.09	114.0	0.341	21.53		
T	2018-11-22 14:34:41	40.741684000	-96.696778000	1259.7	5.8	10.29	110.0	0.343	8.55		
T	2018-11-22 14:34:42	40.741675000	-96.696750000	1259.6	5.7	10.45	113.0	0.345	8.42		
T	2018-11-22 14:34:43	40.741664000	-96.696706000	1259.5	8.8	6.86	108.3	0.347	12.83		
T	2018-11-22 14:34:44	40.741655000	-96.696662000	1259.5	8.6	6.97	105.1	0.350	12.63		
T	2018-11-22 14:34:45	40.741648000	-96.696617000	1259.5	8.7	6.91	101.6	0.352	12.73		
T	2018-11-22 14:34:46	40.741645000	-96.696572000	1259.6	8.5	7.03	95.0	0.354	12.52		
T	2018-11-22 14:34:47	40.741644000	-96.696525000	1259.7	8.9	6.75	91.6	0.357	13.03		
T	2018-11-22 14:34:48	40.741647000	-96.696477000	1259.6	9.1	6.59	85.3	0.359	13.35		
T	2018-11-22 14:34:49	40.741653000	-96.696430000	1259.5	9.0	6.66	80.4	0.362	13.21		
T	2018-11-22 14:34:50	40.741663000	-96.696382000	1259.4	9.4	6.38	74.6	0.364	13.79		
T	2018-11-22 14:34:51	40.741675000	-96.696336000	1259.3	9.2	6.53	71.0	0.367	13.48		
T	2018-11-22 14:34:52	40.741690000	-96.696291000	1259.2	9.3	6.46	66.3	0.370	13.61		
T	2018-11-22 14:34:53	40.741709000	-96.696248000	1259.1	9.4	6.39	59.8	0.372	13.78		
T	2018-11-22 14:34:54	40.741730000	-96.696208000	1258.9	9.2	6.53	55.3	0.375	13.47		
T	2018-11-22 14:34:55	40.741754000	-96.696170000	1258.6	9.3	6.43	50.2	0.377	13.69		
T	2018-11-22 14:34:56	40.741780000	-96.696137000	1258.4	9.0	6.68	43.9	0.380	13.17		
T	2018-11-22 14:34:57	40.741810000	-96.696107000	1258.2	9.4	6.41	37.1	0.382	13.73		
T	2018-11-22 14:34:58	40.741841000	-96.696081000	1258.2	9.1	6.57	32.4	0.385	13.40		
T	2018-11-22 14:34:59	40.741875000	-96.696058000	1258.2	9.5	6.32	27.1	0.388	13.93		
T	2018-11-22 14:35:00	40.741910000	-96.696039000	1258.3	9.4	6.38	22.4	0.390	13.80		
T	2018-11-22 14:35:01	40.741947000	-96.696024000	1258.4	9.6	6.24	17.1	0.393	14.11		
T	2018-11-22 14:35:02	40.741985000	-96.696011000	1258.6	9.8	6.15	14.5	0.396	14.31		
T	2018-11-22 14:35:03	40.742024000	-96.696001000	1258.8	9.9	6.08	11.0	0.398	14.48		
T	2018-11-22 14:35:04	40.742063000	-96.695993000	1259.0	9.8	6.12	8.8	0.401	14.38		
T	2018-11-22 14:35:05	40.742102000	-96.695988000	1259.3	9.7	6.16	5.5	0.404	14.28		
T	2018-11-22 14:35:06	40.742141000	-96.695985000	1259.6	9.7	6.18	3.3	0.406	14.23		
T	2018-11-22 14:35:07	40.742180000	-96.695983000	1259.9	9.7	6.19	2.2	0.409	14.22		
T	2018-11-22 14:35:08	40.742219000	-96.695983000	1260.2	9.7	6.19	0.0	0.412	14.21		
T	2018-11-22 14:35:09	40.742257000	-96.695984000	1260.6	9.4	6.35	358.9	0.414	13.85		
T	2018-11-22 14:35:10	40.742294000	-96.695986000	1260.9	9.2	6.52	357.7	0.417	13.49		
T	2018-11-22 14:35:11	40.742331000	-96.695988000	1261.3	9.2	6.52	357.7	0.420	13.49		
T	2018-11-22 14:35:12	40.742368000	-96.695991000	1261.8	9.2	6.52	356.5	0.422	13.51		
T	2018-11-22 14:35:13	40.742403000	-96.695993000	1262.7	8.7	6.89	357.5	0.425	12.76		
T	2018-11-22 14:35:14	40.742438000	-96.695995000	1263.6	8.7	6.89	357.5	0.427	12.76		
T	2018-11-22 14:35:15	40.742471000	-96.695996000	1264.4	8.2	7.32	358.7	0.429	12.03		
T	2018-11-22 14:35:16	40.742504000	-96.695996000	1265.1	8.2	7.32	0.0	0.431	12.02		
T	2018-11-22 14:35:17	40.742536000	-96.695996000	1265.9	7.9	7.55	0.0	0.434	11.66		
T	2018-11-22 14:35:18	40.742568000	-96.695995000	1266.6	8.0	7.55	1.4	0.436	11.66		
T	2018-11-22 14:35:19	40.742600000	-96.695993000	1267.4	8.0	7.54	2.7	0.438	11.67		
T	2018-11-22 14:35:20	40.742634000	-96.695992000	1268.2	8.4	7.10	1.3	0.440	12.39		
T	2018-11-22 14:35:21	40.742669000	-96.695992000	1268.8	8.7	6.90	0.0	0.443	12.75		
T	2018-11-22 14:35:22	40.742706000	-96.695991000	1269.5	9.2	6.53	1.2	0.445	13.48		
T	2018-11-22 14:35:23	40.742743000	-96.695991000	1270.2	9.2	6.53	0.0	0.448	13.48		
T	2018-11-22 14:35:24	40.742780000	-96.695990000	1270.8	9.2	6.53	1.2	0.451	13.48		
T	2018-11-22 14:35:25	40.742817000	-96.695988000	1271.5	9.2	6.52	2.3	0.453	13.49		
T	2018-11-22 14:35:26	40.742854000	-96.695986000	1272.1	9.2	6.52	2.3	0.456	13.49		
T	2018-11-22 14:35:27	40.742890000	-96.695983000	1272.8	9.0	6.70	3.6	0.458	13.14		
T	2018-11-22 14:35:28	40.742926000	-96.695980000	1273.3	9.0	6.70	3.6	0.461	13.14		
T	2018-11-22 14:35:29	40.742961000	-96.695977000	1273.4	8.7	6.89	3.7	0.463	12.78		
T	2018-11-22 14:35:30	40.742996000	-96.695974000	1273.5	8.7	6.89	3.7	0.465	12.78		
T	2018-11-22 14:35:31	40.743031000	-96.695972000	1273.6	8.7	6.89	2.5	0.468	12.76		
T	2018-11-22 14:35:32	40.743065000	-96.695971000	1273.6	8.4	7.10	1.3	0.470	12.39		
T	2018-11-22 14:35:33	40.743099000	-96.695972000	1273.7	8.4	7.10	358.7	0.473	12.39		
T	2018-11-22 14:35:34	40.743133000	-96.695975000	1273.8	8.5	7.09	356.2	0.475	12.42		
T	2018-11-22 14:35:35	40.743166000	-96.695980000	1273.9	8.3	7.27	353.5	0.477	12.10		
T	2018-11-22 14:35:36	40.743200000	-96.695987000	1273.8	8.5	7.02	351.1	0.480	12.54		
T	2018-11-22 14:35:37	40.743233000	-96.695997000	1273.5	8.4	7.13	347.1	0.482	12.34		
T	2018-11-22 14:35:38	40.743282000	-96.696017000	1273.1	12.7	4.71	342.8	0.485	18.69		
T	2018-11-22 14:35:39	40.743298000	-96.696025000	1272.9	4.3	14.11	339.3	0.487	6.24		
T	2018-11-22 14:35:40	40.743329000	-96.696043000	1272.8	8.4	7.13	336.3	0.489	12.35		
T	2018-11-22 14:35:41	40.743360000	-96.696064000	1272.6	8.7	6.93	332.8	0.491	12.71		
T	2018-11-22 14:35:42	40.743390000	-96.696087000	1272.6	8.6	6.96	329.9	0.494	12.65		
T	2018-11-22 14:35:43	40.743419000	-96.696112000	1272.7	8.6	6.97	326.9	0.496	12.63		
T	2018-11-22 14:35:44	40.743447000	-96.696141000	1272.8	8.9	6.78	321.9	0.499	12.99		
T	2018-11-22 14:35:45	40.743473000	-96.696171000	1273.1	8.6	6.98	318.8	0.501	12.60		
T	2018-11-22 14:35:46	40.743498000	-96.696204000	1273.4	8.8	6.82	315.0	0.503	12.91		
T	2018-11-22 14:35:47	40.743523000	-96.696240000	1273.7	9.2	6.51	312.5	0.506	13.51		
T	2018-11-22 14:35:48	40.743546000	-96.696277000	1273.5	9.0	6.65	309.4	0.509	13.24		
T	2018-11-22 14:35:49	40.743568000	-96.696316000	1273.3	9.2	6.54	306.7	0.511	13.45		
T	2018-11-22 14:35:50	40.743589000	-96.696356000	1273.1	9.2	6.53	304.7	0.514	13.47		
T	2018-11-22 14:35:51	40.743609000	-96.696398000	1273.0	9.4	6.41	302.1	0.516	13.73		
T	2018-11-22 14:35:52	40.743629000	-96.696440000	1273.0	9.4	6.41	302.1	0.519	13.73		
T	2018-11-22 14:35:53	40.743648000	-96.696484000	1273.0	9.6	6.28	299.7	0.521	14.02		
T	2018-11-22 14:35:54	40.743666000	-96.696527000	1273.0	9.3	6.47	298.9	0.524	13.60		
T	2018-11-22 14:35:55	40.743684000	-96.696571000	1272.9	9.4	6.36	298.4	0.527	13.84		
T	2018-11-22 14:35:56	40.743705000	-96.696607000	1272.8	8.6	7.00	307.6	0.529	12.57		
T	2018-11-22 14:35:57	40.743732000	-96.696629000	1272.8	7.9	7.60	328.3	0.531	11.57		
T	2018-11-22 14:35:58	40.743767000	-96.696632000	1272.9	8.7	6.89	356.3	0.534	12.78		
T	2018-11-22 14:35:59	40.743805000	-96.696627000	1272.8	9.5	6.32	5.7	0.536	13.91		
T	2018-11-22 14:36:00	40.743842000	-96.696623000	1272.8	9.2	6.51	4.7	0.539	13.53		
T	2018-11-22 14:36:01	40.743876000	-96.696622000	1272.7	8.4	7.10	1.3	0.541	12.39		
T	2018-11-22 14:36:02	40.743911000	-96.696622000	1272.6	8.7	6.90	0.0	0.544	12.75		
T	2018-11-22 14:36:03	40.743946000	-96.696623000	1272.6	8.7	6.90	358.8	0.546	12.75		
T	2018-11-22 14:36:04	40.744011000	-96.696619000	1272.5	16.2	3.71	2.7	0.551	23.71		
T	2018-11-22 14:36:05	40.744039000	-96.696617000	1272.4	7.0	8.61	3.1	0.552	10.22		
T	2018-11-22 14:36:06	40.744066000	-96.696614000	1272.2	6.7	8.91	4.8	0.554	9.87		
T	2018-11-22 14:36:07	40.744106000	-96.696602000	1272.0	10.2	5.89	12.8	0.557	14.95		
T	2018-11-22 14:36:08	40.744141000	-96.696583000	1271.8	9.4	6.38	22.4	0.560	13.80		
T	2018-11-22 14:36:09	40.744169000	-96.696554000	1271.7	8.9	6.78	38.1	0.562	12.99		
T	2018-11-22 14:36:10	40.744189000	-96.696516000	1271.7	8.7	6.87	55.2	0.565	12.81		
T	2018-11-22 14:36:11	40.744200000	-96.696469000	1271.8	9.3	6.46	72.8	0.567	13.63		
T	2018-11-22 14:36:12	40.744206000	-96.696418000	1272.0	9.8	6.15	81.2	0.570	14.30		
T	2018-11-22 14:36:13	40.744207000	-96.696364000	1272.2	10.2	5.88	88.6	0.573	14.97		
T	2018-11-22 14:36:14	40.744207000	-96.696311000	1272.4	10.0	5.99	90.0	0.576	14.69		
T	2018-11-22 14:36:15	40.744207000	-96.696261000	1272.6	9.4	6.35	90.0	0.578	13.85		
T	2018-11-22 14:36:16	40.744206000	-96.696213000	1272.8	9.1	6.61	91.6	0.581	13.31		
T	2018-11-22 14:36:17	40.744205000	-96.696168000	1272.8	8.5	7.05	91.7	0.583	12.47		
T	2018-11-22 14:36:18	40.744203000	-96.696123000	1272.9	8.5	7.05	93.4	0.585	12.49		
T	2018-11-22 14:36:19	40.744200000	-96.696079000	1273.0	8.3	7.19	95.1	0.588	12.24		
T	2018-11-22 14:36:20	40.744197000	-96.696033000	1273.1	8.7	6.88	94.9	0.590	12.79		
T	2018-11-22 14:36:21	40.744194000	-96.695987000	1273.1	8.7	6.88	94.9	0.593	12.79		
T	2018-11-22 14:36:22	40.744195000	-96.695941000	1273.0	8.7	6.90	88.4	0.595	12.75		
T	2018-11-22 14:36:23	40.744201000	-96.695896000	1272.7	8.6	6.95	80.0	0.597	12.66		
T	2018-11-22 14:36:24	40.744215000	-96.695854000	1272.5	8.7	6.93	66.3	0.600	12.71		
T	2018-11-22 14:36:25	40.744236000	-96.695818000	1272.4	8.6	7.00	52.4	0.602	12.57		
T	2018-11-22 14:36:26	40.744265000	-96.695793000	1272.5	8.6	6.97	33.1	0.605	12.63		
T	2018-11-22 14:36:27	40.744300000	-96.695783000	1272.6	8.9	6.74	12.2	0.607	13.05		
T	2018-11-22 14:36:28	40.744338000	-96.695780000	1272.7	9.5	6.34	3.4	0.610	13.87		
T	2018-11-22 14:36:29	40.744374000	-96.695778000	1272.7	9.0	6.70	2.4	0.612	13.13		
T	2018-11-22 14:36:30	40.744407000	-96.695776000	1272.7	8.2	7.31	2.6	0.614	12.04		
T	2018-11-22 14:36:31	40.744439000	-96.695774000	1272.8	8.0	7.54	2.7	0.617	11.67		
T	2018-11-22 14:36:32	40.744470000	-96.695772000	1272.8	7.7	7.78	2.8	0.619	11.31		
T	2018-11-22 14:36:33	40.744501000	-96.695769000	1272.9	7.7	7.77	4.2	0.621	11.32		
T	2018-11-22 14:36:34	40.744532000	-96.695766000	1272.9	7.7	7.77	4.2	0.623	11.32		
T	2018-11-22 14:36:35	40.744565000	-96.695763000	1272.9	8.2	7.30	3.9	0.625	12.05		
T	2018-11-22 14:36:36	40.744598000	-96.695761000	1272.8	8.2	7.31	2.6	0.628	12.04		
T	2018-11-22 14:36:37	40.744631000	-96.695760000	1272.6	8.2	7.32	1.3	0.630	12.03		
T	2018-11-22 14:36:38	40.744665000	-96.695760000	1272.3	8.4	7.10	0.0	0.632	12.39		
T	2018-11-22 14:36:39	40.744699000	-96.695763000	1272.0	8.5	7.09	356.2	0.635	12.42		
T	2018-11-22 14:36:40	40.744733000	-96.695768000	1271.8	8.5	7.06	353.6	0.637	12.46		
T	2018-11-22 14:36:41	40.744766000	-96.695776000	1271.5	8.3	7.20	349.6	0.639	12.23		
T	2018-11-22 14:36:42	40.744800000	-96.695788000	1271.3	8.7	6.86	345.0	0.642	12.83		
T	2018-11-22 14:36:43	40.744833000	-96.695803000	1271.0	8.7	6.92	341.0	0.644	12.72		
T	2018-11-22 14:36:44	40.744882000	-96.695835000	1270.7	13.6	4.41	333.7	0.648	19.93		
T	2018-11-22 14:36:45	40.744897000	-96.695847000	1270.7	4.4	13.76	328.8	0.649	6.40		
T	2018-11-22 14:36:46	40.744928000	-96.695874000	1270.5	9.2	6.50	326.6	0.652	13.55		
